id,original_language,original_title,overview,release_date,vote_average,director,genres,keywords,final,clean
887,en,The Best Years of Our Lives,"It's the hope that sustains the spirit of every GI: the dream of the day when he will finally return home. For three WWII veterans, the day has arrived. But for each man, the dream is about to become a nightmare. Captain Fred Derry is returning to a loveless marriage; Sergeant Al Stephenson is a stranger to a family that's grown up without him; and young sailor Homer Parrish is tormented by the loss of his hands. Can these three men find the courage to rebuild their world? Or are the best years of their lives a thing of the past?",1946-12-25,7.6,William Wyler,Drama History Romance,usa post traumatic stress  disorder war veteran world war ii rehabilitation bodily disabled person,usa post traumatic stress  disorder war veteran world war ii rehabilitation bodily disabled person Drama History Romance William Wyler,  usa post traumat stress disord war veteran world war ii rehabilit bodili disabl person drama histori romanc william wyler
9517,en,Bully,"After finding himself at the constant abuse of his best friend Bobby, Marty has become fed up with his friend's twisted ways. His girlfriend, a victim of Bobby's often cruel ways, couldn't agree more and they strategize murdering Bobby.",2001-06-15,6.7,Larry Clark,Crime Drama,florida striptease homosexuality independent film best friend falling in love group of friends,florida striptease homosexuality independent film best friend falling in love group of friends Crime Drama Larry Clark,  florida stripteas homosexu independ film best friend fall in love group of friend crime drama larri clark
6007,en,Elling,"When his mother, who has sheltered him his entire 40 years, dies, Elling, a sensitive, would-be poet, is sent to live in a state institution. There he meets Kjell Bjarne, a gentle giant and female-obsessed virgin in his 40s. After two years, the men are released and provided with a state-funded apartment and stipend with the hope they will be able to live on their own.",2001-03-16,7.0,Petter Næss,Comedy Drama,mentally disabled,mentally disabled Comedy Drama Petter Næss,  mental disabl comedi drama petter næss
364083,en,Mi America,"A hate-crime has been committed in a the small city of Braxton, N.Y. Five migrant laborers have been beaten, shot, then ditched. This will upset the delicate balance of an ethnically diverse populace.",2015-10-16,0.0,Robert Fontaine,Drama Crime,new york state hate crime,new york state hate crime Drama Crime Robert Fontaine,  new york state hate crime drama crime robert fontain
8329,es,[REC],A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,2007-04-10,7.1,Jaume Balagueró,Horror Mystery,terror obsession camcorder firemen religion and supernatural reality tv bite cinematographer attempt to escape lodger live-reportage found footage,terror obsession camcorder firemen religion and supernatural reality tv bite cinematographer attempt to escape lodger live-reportage found footage Horror Mystery Jaume Balagueró,  terror obsess camcord firemen religion and supernatur realiti tv bite cinematograph attempt to escap lodger found footag horror mysteri jaum balagueró
69640,en,Lies in Plain Sight,"“Lies in Plain Sight” tells the story of Eva and her blind cousin Sofia (Martha Higareda), who were inseparable as children, with Eva the loyal companion who helped Sofia through her tough adolescent years. When Eva suddenly commits suicide, Sofia rushes home to her father, Hector (Benito Martinez), and Eva’s parents, Marisol (Rosie Perez) and Rafael (Yul Vásquez), to find answers. But the more she delves into Eva’s life, questioning her past boyfriends Ethan (Chad Michael Murray) and Christian (Christoph Sanders), the more Sofia realizes that their childhood was actually filled with dark, disturbing secrets.",2010-10-03,4.5,Patricia Cardoso,Drama Mystery Thriller,suicide family secrets blind woman director,suicide family secrets blind woman director Drama Mystery Thriller Patricia Cardoso,  suicid famili secret blind woman director drama mysteri thriller patricia cardoso
371085,en,Sharkskin,"The Post War II story of Manhattan born Mike Esposito, a practiced tailor of custom mens clothing; a man of dignity and honor, whose developing involvements with the Italian mob wraps him up in a world of moral dilemma and clashing values.",2015-01-01,0.0,,,,, 
347548,en,Containment,Neighbors in a block wake one morning to find they have been sealed inside their apartments. Can they work together to find out why? Or will they destroy each other in their fight to escape?,2015-07-09,5.1,Neil Mcenery-West,Thriller Horror Science Fiction,, Thriller Horror Science Fiction Neil Mcenery-West,  thriller horror scienc fiction neil
322443,de,The Timber,"In the wild west, two brothers embark on a journey to collect a bounty in a desperate attempt to save their home: but what they find along the way is more than they bargained for.",2015-02-27,4.1,Anthony O'Brien,Adventure Drama Western,, Adventure Drama Western Anthony O'Brien,  adventur drama western anthoni
657,en,From Russia with Love,"Agent 007 is back in the second installment of the James Bond series, this time battling a secret crime organization known as SPECTRE. Russians Rosa Klebb and Kronsteen are out to snatch a decoding device known as the Lektor, using the ravishing Tatiana to lure Bond into helping them. Bond willingly travels to meet Tatiana in Istanbul, where he must rely on his wits to escape with his life in a series of deadly encounters with the enemy",1963-10-11,6.9,Terence Young,Action Thriller Adventure,venice london england terror england assassination spy assassin istanbul russia secret mission secret organization secret intelligence service kgb orient express zagreb gondola phantom villain duringcreditsstinger,venice london england terror england assassination spy assassin istanbul russia secret mission secret organization secret intelligence service kgb orient express zagreb gondola phantom villain duringcreditsstinger Action Thriller Adventure Terence Young,  venic london england terror england assassin spi assassin istanbul russia secret mission secret organ secret intellig servic kgb orient express zagreb gondola phantom villain duringcreditssting action thriller adventur terenc young
28165,en,The Toxic Avenger Part II,"The Toxic Avenger is lured to Tokyo, Japan by the evil corporation Apocalypse Inc. So while the Toxic Avenger is fighting crime in Tokyo, Apocalypse Inc. spread evil in Tromaville.",1989-02-24,5.3,Lloyd Kaufman,Comedy Horror Action,japan new jersey sequel superhero gore spoof cult film,japan new jersey sequel superhero gore spoof cult film Comedy Horror Action Lloyd Kaufman,  japan new jersey sequel superhero gore spoof cult film comedi horror action lloyd kaufman
11561,en,Sleeper,"Miles Monroe, a clarinet-playing health food store proprietor, is revived out of cryostasis 200 years into a future world in order to help rebels fight an oppressive government regime.",1973-12-17,7.0,Woody Allen,Comedy Romance Science Fiction,sex revolution future dystopia government control satire independent film robot tyranny cyrogenics anarchic comedy,sex revolution future dystopia government control satire independent film robot tyranny cyrogenics anarchic comedy Comedy Romance Science Fiction Woody Allen,  sex revolut futur dystopia govern control satir independ film robot tyranni cyrogen anarch comedi comedi romanc scienc fiction woodi allen
270303,en,It Follows,"For 19-year-old Jay, fall should be about school, boys and weekends out at the lake. But a seemingly innocent physical encounter turns sour and gives her the inescapable sense that someone, or something, is following her. Faced with this burden, Jay and her teenage friends must find a way to escape the horror that seems to be only a few steps behind.",2015-02-04,6.6,David Robert Mitchell,Horror Thriller,chase supernatural friends vision school young adult followed,chase supernatural friends vision school young adult followed Horror Thriller David Robert Mitchell,  chase supernatur friend vision school young adult follow horror thriller david robert mitchel
11624,en,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,"A collection of seven vignettes, which each address a question concerning human sexuality.",1972-08-06,6.6,Woody Allen,Comedy,transsexuality perversity sperm orgasm sodomy sexology homosexuality aphrodisiac anarchic comedy,transsexuality perversity sperm orgasm sodomy sexology homosexuality aphrodisiac anarchic comedy Comedy Woody Allen,  transsexu pervers sperm orgasm sodomi sexolog homosexu aphrodisiac anarch comedi comedi woodi allen
595,en,To Kill a Mockingbird,"In a small Alabama town in the 1930s, scrupulously honest and highly respected lawyer, Atticus Finch puts his career on the line when he agrees to represent Tom Robinson, a black man accused of rape. The trial and the events surrounding it are seen through the eyes of Finch's six-year-old daughter, Scout. While Robinson's trial gives the movie its momentum, there are plenty of anecdotal occurrences before and after the court date: Scout's ever-strengthening bond with older brother, Jem, her friendship with precocious young Dill Harris, her father's no-nonsense reactions to such life-and-death crises as a rampaging mad dog, and especially Scout's reactions to, and relationship with, Boo Radley, the reclusive 'village idiot' who turns out to be her salvation when she is attacked by a venomous bigot.",1962-12-25,8.0,Robert Mulligan,Crime Drama,black people based on novel brother sister relationship becoming an adult isolation arbitrary law socially deprived family tree house wrong accusal farm worker intolerance exclusion court case defence right and justice court child,black people based on novel brother sister relationship becoming an adult isolation arbitrary law socially deprived family tree house wrong accusal farm worker intolerance exclusion court case defence right and justice court child Crime Drama Robert Mulligan,  black peopl base on novel brother sister relationship becom an adult isol arbitrari law social depriv famili tree hous wrong accus farm worker intoler exclus court case defenc right and justic court child crime drama robert mulligan
8810,en,Mad Max 2,"Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",1981-12-24,7.3,George Miller,Adventure Action Thriller Science Fiction,explosive boomerang pilot chase post-apocalyptic dystopia deal survivor feral child australia community ex-cop truck sequel independent film oil wasteland gang rape violence dog desolate oil refinery disfigurement mask music box oil tanker wanderer ozploitation motorcycle gangs,explosive boomerang pilot chase post-apocalyptic dystopia deal survivor feral child australia community ex-cop truck sequel independent film oil wasteland gang rape violence dog desolate oil refinery disfigurement mask music box oil tanker wanderer ozploitation motorcycle gangs Adventure Action Thriller Science Fiction George Miller,  explos boomerang pilot chase dystopia deal survivor feral child australia communiti truck sequel independ film oil wasteland gang rape violenc dog desol oil refineri disfigur mask music box oil tanker wander ozploit motorcycl gang adventur action thriller scienc fiction georg miller
12207,cn,醉拳二,"Returning home with his father after a shopping expedition, Wong Fei-Hong is unwittingly caught up in the battle between foreigners who wish to export ancient Chinese artifacts and loyalists who don't want the pieces to leave the country. Fei-Hong must fight against the foreigners using his Drunken Boxing style, and overcome his father's antagonism as well.",1994-02-03,7.2,Liu Chia-Liang,Action Comedy,father son relationship martial arts showdown fistfight friendship duel,father son relationship martial arts showdown fistfight friendship duel Action Comedy Liu Chia-Liang,  father son relationship martial art showdown fistfight friendship duel action comedi liu
226,en,Boys Don't Cry,"Female born, Teena Brandon adopts his male identity of Brandon Teena and attempts to find himself and love in Nebraska.",1999-09-02,7.2,Kimberly Peirce,Crime Drama,rape sex identity small town love friends murder romance true transgender anger woman director nebraska small town murder transphobia gender identity,rape sex identity small town love friends murder romance true transgender anger woman director nebraska small town murder transphobia gender identity Crime Drama Kimberly Peirce,  rape sex ident small town love friend murder romanc true transgend anger woman director nebraska small town murder transphobia gender ident crime drama kimber peirc
92182,en,Silent House,"Sarah returns with her father and uncle to fix up the family's longtime summerhouse after it was violated by squatters in the off-season. As they work in the dark, Sarah begins to hear sounds from within the walls of the boarded-up building. Although she barely remembers the place, Sarah senses the past may still haunt the home.",2011-01-21,5.2,Chris Kentis,Horror Mystery,supernatural remake suspense beer bottle real time candelabra reference to facebook padlock woman director,supernatural remake suspense beer bottle real time candelabra reference to facebook padlock woman director Horror Mystery Chris Kentis,  supernatur remak suspens beer bottl real time candelabra refer to facebook padlock woman director horror mysteri chris kenti
582,de,Das Leben der Anderen,A tragic love story set in East Berlin with the backdrop of an undercover Stasi controlled culture. Stasi captain Wieler is ordered to follow author Dreyman and plunges deeper and deeper into his life until he reaches the threshold of doubting the system.,2006-03-15,7.9,Florian Henckel von Donnersmarck,Drama Thriller,germany berlin suicide berlin wall corruption german democratic republic stasi blackmail cold war soviet union nudity propaganda freedom of speech house search artists' life spying arts government interrogation surveillance minister for education heartbreak east germany communism mfs,germany berlin suicide berlin wall corruption german democratic republic stasi blackmail cold war soviet union nudity propaganda freedom of speech house search artists' life spying arts government interrogation surveillance minister for education heartbreak east germany communism mfs Drama Thriller Florian Henckel von Donnersmarck,  germani berlin suicid berlin wall corrupt german democrat republ stasi blackmail cold war soviet union nuditi propaganda freedom of speech hous search life spi art govern interrog surveil minist for educ heartbreak east germani communism mfs drama thriller florian henckel von donnersmarck
72213,en,Courageous,"As law enforcement officers, Adam Mitchell, Nathan Hayes, and their partners are confident and focused. They willingly stand up to the worst the streets have to offer. Yet at the end of the day, they face a challenge that none of them are truly prepared to tackle: fatherhood. They know that God desires to turn the hearts of fathers to their children, but their children are beginning to drift further and further away from them. When tragedy hits home, these men are left wrestling with their hopes, their fears, their faith, and their fathering. Can a new found urgency help these dads draw closer to God ... and to their children? COURAGEOUS is the fourth release of Sherwood Pictures, the movie making ministry of Sherwood Church in Albany, Georgia.",2011-09-30,6.8,Alex Kendrick,Drama,father faith,father faith Drama Alex Kendrick,  father faith drama alex kendrick
990,en,The Hustler,Fast Eddie Felson is a small-time pool hustler with a lot of talent but a self-destructive attitude. His bravado causes him to challenge the legendary Minnesota Fats to a high-stakes match.,1961-09-25,7.6,Robert Rossen,Drama,suicide gambling manager alcohol based on novel bar billard hustler sport party pool money game drunk player,suicide gambling manager alcohol based on novel bar billard hustler sport party pool money game drunk player Drama Robert Rossen,  suicid gambl manag alcohol base on novel bar billard hustler sport parti pool money game drunk player drama robert rossen
55604,en,Boom Town,McMasters and Sand come to oil towns to get rich. Betsey comes West intending to marry Sand but marries McMasters instead. Getting rich and losing it all teaches McMasters and Sand the value of personal ties.,1940-08-30,6.5,Jack Conway,Adventure Drama Romance,partnership oil oil tycoon wildcatter oil field,partnership oil oil tycoon wildcatter oil field Adventure Drama Romance Jack Conway,  partnership oil oil tycoon wildcatt oil field adventur drama romanc jack conway
9662,fr,Les triplettes de Belleville,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",2003-06-11,7.3,Sylvain Chomet,Adventure Animation Comedy Drama,france kidnapping boy biker tour de france mafia dog triplet band singer silent film old woman,france kidnapping boy biker tour de france mafia dog triplet band singer silent film old woman Adventure Animation Comedy Drama Sylvain Chomet,  franc kidnap boy biker tour de franc mafia dog triplet band singer silent film old woman adventur anim comedi drama sylvain chomet
20862,en,Smoke Signals,"Young Indian man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by Arnold. Arnold soon left his family, and Victor hasn't seen his father for 10 years. When Victor hears Arnold has died, Thomas offers him funding for the trip to get Arnold's remains",1998-01-16,6.6,Chris Eyre,Drama Comedy,, Drama Comedy Chris Eyre,  drama comedi chris eyr
2771,en,American Splendor,An original mix of fiction and reality illuminates the life of comic book hero everyman Harvey Pekar.,2003-08-15,7.1,Shari Springer Berman,Comedy Drama,biography independent film v.a. hospital junk sale jellybean greeting card file clerk garage sale comic book art neurotic woman director,biography independent film v.a. hospital junk sale jellybean greeting card file clerk garage sale comic book art neurotic woman director Comedy Drama Shari Springer Berman,  biographi independ film hospit junk sale jellybean greet card file clerk garag sale comic book art neurot woman director comedi drama shari springer berman
80,en,Before Sunset,Nine years ago two strangers met by chance and spent a night in Vienna that ended before sunrise. They are about to meet for the first time since. Now they have one afternoon to find out if they belong together.,2004-02-10,7.6,Richard Linklater,Drama Romance,paris journalist dialogue talking soulmates walking bookshop love of one's life author,paris journalist dialogue talking soulmates walking bookshop love of one's life author Drama Romance Richard Linklater,  pari journalist dialogu talk soulmat walk bookshop love of life author drama romanc richard linklat
55,es,Amores perros,Three different people in Mexico City are catapulted into dramatic and unforeseen circumstances in the wake of a terrible car crash: a young punk stumbles into the sinister underground world of dog fighting; an injured supermodel's designer pooch disappears into the apartment's floorboards; and an ex-radical turned hit man rescues a gunshot Rotweiler.,2000-06-16,7.6,Alejandro González Iñárritu,Drama Thriller,homeless person mexico city daughter secret love dogfight money dog nonlinear timeline multiple storylines new mexican cinema,homeless person mexico city daughter secret love dogfight money dog nonlinear timeline multiple storylines new mexican cinema Drama Thriller Alejandro González Iñárritu,  homeless person mexico citi daughter secret love dogfight money dog nonlinear timelin multipl storylin new mexican cinema drama thriller alejandro gonzález iñárritu
11023,en,Thirteen,"Tracy is a normal 13-year-old trying to make it in school. After befriending the most popular girl at school, Evie, Tracy's world is turned upside down when Evie introduces her to a world of sex, drugs and cash. But it isn't long before Tracy's new world and attitude finally takes a toll on her, her family, and old friends.",2003-08-20,6.7,Catherine Hardwicke,Crime Drama,cheating dysfunctional family teen angst underage drinking domestic violence makeover drug overdose teacher student relationship street life movie theater razor blade tattoo shop peer pressure shoe store overachiever reference to jack black flunking out of school promiscuous mother glue sniffing woman director,cheating dysfunctional family teen angst underage drinking domestic violence makeover drug overdose teacher student relationship street life movie theater razor blade tattoo shop peer pressure shoe store overachiever reference to jack black flunking out of school promiscuous mother glue sniffing woman director Crime Drama Catherine Hardwicke,  cheat dysfunct famili teen angst underag drink domest violenc makeov drug overdos teacher student relationship street life movi theater razor blade tattoo shop peer pressur shoe store overachiev refer to jack black flunk out of school promiscu mother glue snif woman director crime drama catherin hardwick
33667,en,Gentleman's Agreement,A magazine writer poses as a Jew to expose anti-Semitism.,1947-11-11,6.8,Elia Kazan,Drama Romance,anti semitism soldier,anti semitism soldier Drama Romance Elia Kazan,  anti semit soldier drama romanc elia kazan
39013,en,Winter's Bone,"17 year-old Ree Dolly sets out to track down her father, who put their house up for his bail bond and then disappeared. If she fails, Ree and her family will be turned out into the Ozark woods. Challenging her outlaw kin's code of silence and risking her life, Ree hacks through the lies, evasions and threats offered up by her relatives and begins to piece together the truth.",2010-06-11,6.8,Debra Granik,Drama,father court bail drug trade girl aftercreditsstinger duringcreditsstinger woman director,father court bail drug trade girl aftercreditsstinger duringcreditsstinger woman director Drama Debra Granik,  father court bail drug trade girl aftercreditssting duringcreditssting woman director drama debra granik
11194,en,Touching the Void,"A documentary based on the book of the same name by Joe Simpson about Simpson's and Simon Yates' disastrous and near-fatal attempt to climb 6,344m Siula Grande in the Cordillera Huayhuash in the Peruvian Andes in 1985.",2003-09-05,7.6,Kevin Macdonald,Documentary Action Adventure,wound mountaineer peru sport glacier climbing rescue snow cordillera huayhuash,wound mountaineer peru sport glacier climbing rescue snow cordillera huayhuash Documentary Action Adventure Kevin Macdonald,  wound mountain peru sport glacier climb rescu snow cordillera huayhuash documentari action adventur kevin macdonald
43839,en,Alexander's Ragtime Band,"Roger Grant, a classical violinist, disappoints his family and teacher when he organizes a jazz band, but he and the band become successful. Roger falls in love with his singer Stella, but his reluctance to lose her leads him to thwart her efforts to become a solo star. When the World War separates them in 1917, Stella marries Roger's best friend Charlie. Roger comes home after the war and an important concert at Carnegie Hall brings the corners of the romantic triangle together.",1938-05-24,4.8,Henry King,Drama Music Romance,dance ragtime concert tour,dance ragtime concert tour Drama Music Romance Henry King,  danc ragtim concert tour drama music romanc henri king
1382,en,Me and You and Everyone We Know,"The feature film debut by artist Miranda July about a various comic situations and plots that intertwine. One story line is about a father who is ending his marriage and the other story is of a video artist (possibly autobiographical of Miranda July, also played by her) who is desperately trying to get her work in a modern art museum. The film won Caméra d'Or at Cannes.",2005-06-17,7.0,Miranda July,Comedy Drama,brother brother relationship playground independent film sex talk art gallery separation self mutilation shoe salesman chat session female artist meeting on the internet hope chest woman director,brother brother relationship playground independent film sex talk art gallery separation self mutilation shoe salesman chat session female artist meeting on the internet hope chest woman director Comedy Drama Miranda July,  brother brother relationship playground independ film sex talk art galleri separ self mutil shoe salesman chat session femal artist meet on the internet hope chest woman director comedi drama miranda juli
44639,en,Inside Job,"A film that exposes the shocking truth behind the economic crisis of 2008. The global financial meltdown, at a cost of over $20 trillion, resulted in millions of people losing their homes and jobs. Through extensive research and interviews with major financial insiders, politicians and journalists, Inside Job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics, regulation and academia.",2010-10-08,7.7,Charles Ferguson,Documentary,corruption capitalism globalization bank banker fraud wall street finances global economy banking crisis money economics financial crisis stock market corporation,corruption capitalism globalization bank banker fraud wall street finances global economy banking crisis money economics financial crisis stock market corporation Documentary Charles Ferguson,  corrupt capit global bank banker fraud wall street financ global economi bank crisi money econom financi crisi stock market corpor documentari charl ferguson
301351,en,We Are Your Friends,"Young Cole Carter dreams of hitting the big time as a Hollywood disc jockey, spending his days and nights hanging with buddies and working on the one track that will set the world on fire. Opportunity comes knocking when he meets James Reed, a charismatic DJ who takes the 23-year-old under his wing. Soon, his seemingly clear path to success gets complicated when he starts falling for his mentor's girlfriend, jeopardizing his new friendship and the future he seems destined to fulfill.",2015-08-26,6.3,Max Joseph,Drama Music Romance,dj,dj Drama Music Romance Max Joseph,  dj drama music romanc max joseph
4816,en,Ghost Dog: The Way of the Samurai,An African-American Mafia hit man who models himself after the samurai of old finds himself targeted for death by the mob.,1999-09-13,7.2,Jim Jarmusch,Crime Drama,deportation hitman mission of murder book code telescope beating mafia park pigeon hagakure ice cream haitian cd player rouge arm sling racial slur,deportation hitman mission of murder book code telescope beating mafia park pigeon hagakure ice cream haitian cd player rouge arm sling racial slur Crime Drama Jim Jarmusch,  deport hitman mission of murder book code telescop beat mafia park pigeon hagakur ice cream haitian cd player roug arm sling racial slur crime drama jim jarmusch
7873,en,Harsh Times,"Jim Davis is an ex-Army Ranger who finds himself slipping back into his old life of petty crime after a job offer from the LAPD evaporates. His best friend is pressured by his girlfriend Sylvia to find a job, but Jim is more interested in hanging out and making cash from small heists, while trying to get a law enforcement job so he can marry his Mexican girlfriend.",2005-09-11,6.3,David Ayer,Crime Drama Thriller Action,watching a movie playing pool vinegar,watching a movie playing pool vinegar Crime Drama Thriller Action David Ayer,  watch a movi play pool vinegar crime drama thriller action david ayer
331190,en,Captive,"Based on a miraculous true story that drew the attention of the entire nation, is the dramatic, thrilling, and spiritual journey of Ashley Smith and Brian Nichols.  After being taken hostage by Brian in her own apartment, Ashley turns to Rick Warren’s inspirational book, The Purpose Driven Life, for guidance.  In reading from the book, Ashley not only finds purpose in her own life, but helps Brian find a more peaceful resolution to a harrowing situation.",2015-09-17,5.6,Jerry Jameson,Crime Drama Thriller,hostage based on true story murder independent film single mother drug drug addict recovering drug addict auto theft based on true events,hostage based on true story murder independent film single mother drug drug addict recovering drug addict auto theft based on true events Crime Drama Thriller Jerry Jameson,  hostag base on true stori murder independ film singl mother drug drug addict recov drug addict auto theft base on true event crime drama thriller jerri jameson
15186,en,Full Frontal,"A contemporary comedy set in Los Angeles, Full Frontal traces the complicated relationship among seven friends as they deal with the fragile connections that bind them together. Full Frontal takes place during a twenty-four hour period - a day in the life of missed connections.",2002-08-02,4.8,Steven Soderbergh,Comedy Drama Romance,independent film,independent film Comedy Drama Romance Steven Soderbergh,  independ film comedi drama romanc steven soderbergh
17994,en,Witchboard,"Playing around with a Ouija board, a trio of friends succeeds in contacting the spirit of a young boy. Trouble begins when the evil spirit, Malfeitor, takes over one of their bodies.",1986-12-31,5.9,Kevin Tenney,Horror,ax possession psychic power ouija ouija board evil spirit,ax possession psychic power ouija ouija board evil spirit Horror Kevin Tenney,  ax possess psychic power ouija ouija board evil spirit horror kevin tenney
1378,en,Shortbus,"A group of New Yorkers caught up in their milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality.. The characters converge in a weekly Brooklyn salon loosely inspired by various underground NYC gatherings that took place in the early 2000's.",2006-05-20,6.3,John Cameron Mitchell,Romance Drama Comedy,gay new york free love swinger club transsexuality sex heterosexual suicide attempt eroticism group sex orgasm sex therapy video dominatrix homosexuality unsimulated sex,gay new york free love swinger club transsexuality sex heterosexual suicide attempt eroticism group sex orgasm sex therapy video dominatrix homosexuality unsimulated sex Romance Drama Comedy John Cameron Mitchell,  gay new york free love swinger club transsexu sex heterosexu suicid attempt erotic group sex orgasm sex therapi video dominatrix homosexu unsimul sex romanc drama comedi john cameron mitchel
8885,he,Vals Im Bashir,"Much awarded animated documentary, in which director and Israeli army veteran Ari Folman interviews friends and former soldiers about their memories of  the 1982 Lebanon war and especially the Sabra and Shatila massacre in Beirut. The usage on animation enabled Folman to illustrate their personal memories and dreams.",2008-06-25,7.8,Ari Folman,Drama Animation War,israel palestine middle east lebanon nightmare middle east conflict,israel palestine middle east lebanon nightmare middle east conflict Drama Animation War Ari Folman,  israel palestin middl east lebanon nightmar middl east conflict drama anim war ari folman
48382,en,"The Book of Mormon Movie, Volume 1: The Journey","The story of Lehi and his wife Sariah and their four sons: Laman, Lemuel, Sam, and Nephi. Lehi leaves Jerusalem because he prophesied unto the people concerning the destruction of Jerusalem, and they sought his life. He journeys into the wilderness with his family. He sends Nephi and his brethren back to Jerusalem after the brass plates and the family of Ishmael. The sons and daughters of Lehi marry the sons and daughters of Ishmael. They take their families and continue into the wilderness. Ishmael dies in the wilderness. They come to the sea. Nephi's brethren rebel against him. He confounds them, and builds a ship. They cross the sea to the promised land in the Americas. Lehi dies in the promised land. Nephi's brethren rebel against him again. Nephi departs again into the wilderness.",2003-09-12,5.0,,,,, 
12901,en,No End in Sight,"Chronological look at the fiasco in Iraq, especially decisions made in the spring of 2003 - and the backgrounds of those making decisions - immediately following the overthrow of Saddam: no occupation plan, an inadequate team to run the country, insufficient troops to keep order, and three edicts from the White House announced by Bremmer when he took over.",2007-07-27,7.2,Charles Ferguson,Documentary,white house occupying power independent film incompetence irak superpower warfare,white house occupying power independent film incompetence irak superpower warfare Documentary Charles Ferguson,  white hous occupi power independ film incompet irak superpow warfar documentari charl ferguson
250124,en,The Diary of a Teenage Girl,"Minnie Goetze is a 15-year-old aspiring comic-book artist, coming of age in the haze of the 1970s in San Francisco. Insatiably curious about the world around her, Minnie is a pretty typical teenage girl. Oh, except that she’s sleeping with her mother’s boyfriend.",2015-08-07,6.8,Marielle Heller,Drama Romance,1970s teenage girl older man younger woman relationship based on graphic novel teenage sexuality woman director,1970s teenage girl older man younger woman relationship based on graphic novel teenage sexuality woman director Drama Romance Marielle Heller,  teenag girl older man younger woman relationship base on graphic novel teenag sexual woman director drama romanc mariell heller
14284,en,In the Shadow of the Moon,"Archival material from the original NASA film footage – much of it seen for the first time – plus interviews with the surviving astronauts, including Jim Lovell, Dave Scott, John Young, Gene Cernan, Mike Collins, Buzz Aldrin, Alan Bean, Edgar Mitchell, Charlie Duke and Harrison Schmitt.",2007-01-19,7.6,David Sington,Documentary,nasa space mission rocket moon landing space astronaut apollo s,nasa space mission rocket moon landing space astronaut apollo s Documentary David Sington,  nasa space mission rocket moon land space astronaut apollo s documentari david sington
57120,en,Meek's Cutoff,"Set in 1845, this drama follows a group of settlers as they embark on a punishing journey along the Oregon Trail. When their guide leads them astray, the expedition is forced to contend with the unforgiving conditions of the high plain desert.",2010-09-05,6.5,Kelly Reichardt,Drama Western,gold oregon thirst tree settler family relationships native american salt lake city pioneer woman director,gold oregon thirst tree settler family relationships native american salt lake city pioneer woman director Drama Western Kelly Reichardt,  gold oregon thirst tree settler famili relationship nativ american salt lake citi pioneer woman director drama western kelli reichardt
12228,en,Inside Deep Throat,"In 1972, a seemingly typical shoestring budget pornographic film was made in a Florida hotel, ""Deep Throat,"" starring Linda Lovelace. This film would surpass the wildest expectation of everyone involved to become one of the most successful independent films of all time. It caught the public imagination which met the spirit of the times, even as the self appointed guardians of public morality struggled to suppress it, and created, for a brief moment, a possible future where sexuality in film had a bold artistic potential. This film covers the story of the making of this controversial film, its stunning success, its hysterical opposition along with its dark side of mob influence and allegations of the on set mistreatment of the film's star. In short, the combined events would redefine the popular appeal of pornography, even as more cynical developments would lead it down other paths.",2005-02-11,6.8,Fenton Bailey,History Documentary,usa 1970s sexual revolution unsimulated sex,usa 1970s sexual revolution unsimulated sex History Documentary Fenton Bailey,  usa sexual revolut unsimul sex histori documentari fenton bailey
22617,en,Dinner Rush,"Is it just another evening at the hugely popular Italian restaurant of proprietor and bookmaker Louis Cropa in New York? Anything but as tonight's guests include; a local police detective and his wife specially invited by the owner; on the balcony rival bookmaker gangsters from Queens who want to become partners in the restaurant; in the corner renowned food critic 'the food nymph' is her usual demanding self; and at the bar, seemingly unnoticed, is Ken. As the evening continues enter Duncan, inveterate gambler and sous-chef on-the-line in the frenetic kitchen downstairs, who acts as the catalyst that causes the evening to draw to its inevitable, explosive, deadly conclusion.",2000-09-01,7.1,Bob Giraldi,Drama Action Thriller,, Drama Action Thriller Bob Giraldi,  drama action thriller bob giraldi
55561,en,Clockwatchers,Iris can best be described as a wallflower. She begins her first day as a temp for the nondescript Global Credit Association by waiting in a chair for two hours...,1997-01-01,5.6,Jill Sprecher,Comedy Drama,independent film woman director,independent film woman director Comedy Drama Jill Sprecher,  independ film woman director comedi drama jill sprecher
